"gisjoin","year","state","county","statefips","countyfips","year.new","owner_occupied_1_01_to_1_50_occupants_per_room","owner_occupied_1_51_to_2_00_occupants_per_room","owner_occupied_2_01_or_more_occupants_per_room","renter_occupied_1_01_to_1_50_occupants_per_room","renter_occupied_1_51_to_2_00_occupants_per_room","renter_occupied_2_01_or_more_occupants_per_room","built_1939_or_earlier","median_gross_rent","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicaid_means_tested_public_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X35_to_64_years_no_health_insurance_coverage","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X65_years_and_over_no_health_insurance_coverage","male_35_to_64_years_with_a_disability","male_65_to_74_years_with_a_disability","female_35_to_64_years_with_a_disability","female_65_to_74_years_with_a_disability"
"g3200010",2019,"nevada","churchill county",32,1,2019,20,54,12,125,63,0,414,"821",55,739,279,237,12,1167,1286,0,213,132,110,631,343,853,260
"g3200030",2019,"nevada","clark county",32,3,2019,7371,1561,655,15924,6446,1583,3510,"1132",14714,85512,5789,11395,2270,118777,116914,373,24735,11099,5754,50544,26411,52324,24418
"g3200050",2019,"nevada","douglas county",32,5,2019,111,39,16,364,23,0,413,"1102",234,1297,168,306,52,1865,3514,5,267,505,64,1018,1033,1127,734
"g3200070",2019,"nevada","elko county",32,7,2019,265,42,0,178,32,0,1276,"952",316,777,82,153,61,1916,1833,14,324,270,91,1271,776,1075,379
"g3200090",2019,"nevada","esmeralda county",32,9,2019,0,0,0,0,4,0,107,"551",8,52,6,20,0,87,151,0,5,29,0,5,31,63,18
"g3200110",2019,"nevada","eureka county",32,11,2019,0,0,0,10,0,0,148,".",6,33,38,0,0,126,159,0,24,0,0,78,14,68,14
"g3200130",2019,"nevada","humboldt county",32,13,2019,105,51,2,130,0,0,406,"841",52,239,12,26,21,839,628,0,131,163,9,427,285,265,201
"g3200150",2019,"nevada","lander county",32,15,2019,2,0,0,0,0,0,192,"842",64,47,12,45,0,150,231,0,49,9,0,170,59,150,89
"g3200170",2019,"nevada","lincoln county",32,17,2019,28,0,0,0,0,0,359,"606",51,257,0,19,0,205,454,0,14,130,0,134,193,133,63
"g3200190",2019,"nevada","lyon county",32,19,2019,289,40,6,233,52,0,400,"1033",617,2679,382,684,119,2381,3848,52,518,815,69,1780,1350,1919,936
"g3200210",2019,"nevada","mineral county",32,21,2019,21,0,0,47,13,0,105,"610",57,300,39,14,42,207,482,3,46,142,2,143,61,137,80
"g3200230",2019,"nevada","nye county",32,23,2019,170,52,24,158,163,62,580,"850",696,3029,254,531,84,2267,4482,35,709,964,103,1982,1426,2022,1274
"g3200270",2019,"nevada","pershing county",32,27,2019,31,0,0,24,0,0,241,"678",75,176,24,24,0,210,285,0,24,71,0,76,110,134,107
"g3200290",2019,"nevada","storey county",32,29,2019,4,0,0,0,0,0,241,"669",91,143,18,33,0,181,355,0,63,101,0,162,127,117,106
"g3200310",2019,"nevada","washoe county",32,31,2019,1773,442,152,3499,1610,621,4246,"1074",3475,13099,1528,2311,345,18534,23497,101,3653,3998,387,10368,6039,10061,4530
"g3200330",2019,"nevada","white pine county",32,33,2019,19,44,0,37,0,0,1025,"699",71,403,68,53,0,382,536,0,92,80,0,272,145,228,215
"g3205100",2019,"nevada","carson city",32,510,2019,253,124,28,339,188,54,265,"940",363,1919,176,398,62,2559,2941,0,409,395,145,1787,902,1878,867
"g3300010",2019,"new hampshire","belknap county",33,1,2019,50,0,47,120,0,0,6937,"999",560,2057,227,417,79,2133,2728,22,400,365,63,1926,1230,1994,696
"g3300030",2019,"new hampshire","carroll county",33,3,2019,110,9,0,142,39,0,6922,"948",518,1443,106,571,34,2556,3022,15,242,245,3,1476,989,1059,781
"g3300050",2019,"new hampshire","cheshire county",33,5,2019,166,76,0,154,20,0,9908,"949",776,1738,86,707,105,2339,3878,4,392,534,3,1995,1147,2046,924
"g3300070",2019,"new hampshire","coos county",33,7,2019,87,14,10,104,3,0,6585,"745",542,1604,233,246,63,1142,1810,0,437,290,27,1368,618,996,526
"g3300090",2019,"new hampshire","grafton county",33,9,2019,156,97,0,124,18,0,12037,"953",874,2796,207,747,98,3240,5405,0,720,693,36,2440,1073,2303,1361
"g3300110",2019,"new hampshire","hillsborough county",33,11,2019,541,187,42,1558,654,163,34012,"1191",3413,9804,694,2595,318,11971,14918,18,2125,1453,261,9197,4519,9762,3682
"g3300130",2019,"new hampshire","merrimack county",33,13,2019,379,86,10,257,180,15,15828,"1042",1700,3542,313,716,134,4065,6575,7,795,700,47,3973,1766,4121,1992
"g3300150",2019,"new hampshire","rockingham county",33,15,2019,505,162,60,524,260,16,18270,"1228",2035,5087,455,757,174,7183,12553,78,1053,831,65,5521,3134,6676,3242
"g3300170",2019,"new hampshire","strafford county",33,17,2019,281,35,4,307,60,20,11561,"1091",1241,3014,152,796,119,3788,4029,20,640,615,32,2975,1346,3691,1072
"g3300190",2019,"new hampshire","sullivan county",33,19,2019,48,11,0,43,6,0,6295,"990",543,1668,223,565,100,1397,2620,0,386,454,70,1149,638,899,527
"g3400010",2019,"new jersey","atlantic county",34,1,2019,635,132,10,926,619,242,19821,"1120",2488,12424,101,1794,153,10582,12524,10,3393,632,633,6782,3607,7363,3342
"g3400030",2019,"new jersey","bergen county",34,3,2019,1740,508,97,3371,1866,776,73035,"1506",3688,22917,282,3216,141,34985,52585,15,10104,1734,2055,10892,6240,11668,7063
"g3400050",2019,"new jersey","burlington county",34,5,2019,667,128,53,1093,350,51,20161,"1346",2467,11389,343,2098,184,8849,15516,0,2081,877,301,9048,4113,9569,4254
"g3400070",2019,"new jersey","camden county",34,7,2019,1030,178,76,1890,710,243,37997,"1079",4310,22345,483,4058,307,15679,19743,0,6018,1065,562,12241,4944,14612,6376
"g3400090",2019,"new jersey","cape may county",34,9,2019,89,18,17,256,121,0,14341,"1169",608,2801,57,1002,61,3107,5682,0,733,294,56,2252,1429,2342,1050
"g3400110",2019,"new jersey","cumberland county",34,11,2019,364,185,12,860,435,52,9263,"1069",1199,6851,58,2067,104,5918,6054,0,2239,277,95,3715,1605,4385,2181
"g3400130",2019,"new jersey","essex county",34,13,2019,1517,462,234,6224,3067,1692,99792,"1178",5464,41410,855,5866,440,43920,35358,68,12549,1334,2052,15819,5571,19245,8742
"g3400150",2019,"new jersey","gloucester county",34,15,2019,407,46,42,290,195,6,12591,"1225",1850,8691,233,2078,122,5788,9799,0,2202,624,331,7426,3256,7328,3491
"g3400170",2019,"new jersey","hudson county",34,17,2019,3280,842,268,9911,4454,1169,98086,"1391",3673,37097,364,3285,242,43223,25304,34,16071,626,2015,10907,4750,12758,6155
"g3400190",2019,"new jersey","hunterdon county",34,19,2019,89,15,8,263,15,3,9400,"1446",306,1857,145,527,0,1641,5726,0,715,255,28,1773,1195,1505,957
"g3400210",2019,"new jersey","mercer county",34,21,2019,544,37,0,1371,607,64,35276,"1266",2478,12049,180,2554,122,13503,11197,42,4036,631,285,6886,2594,6822,3324
"g3400230",2019,"new jersey","middlesex county",34,23,2019,2335,425,129,6264,2194,782,30477,"1469",4182,22510,271,3127,164,28141,33237,0,10777,962,1778,11650,6326,14282,7033
"g3400250",2019,"new jersey","monmouth county",34,25,2019,586,73,90,1615,692,202,36438,"1399",3125,13079,349,3060,186,17346,26778,4,4908,923,561,10685,4921,11401,5684
"g3400270",2019,"new jersey","morris county",34,27,2019,501,128,37,1360,510,311,25867,"1534",2013,7768,81,1097,54,12295,19590,0,3739,545,735,6266,3405,6580,3303
"g3400290",2019,"new jersey","ocean county",34,29,2019,1453,162,92,2674,914,95,11557,"1428",3958,19922,296,2626,148,16424,32570,19,4315,1631,338,11917,7872,12040,8239
"g3400310",2019,"new jersey","passaic county",34,31,2019,1412,343,35,5635,2652,1058,41741,"1293",4010,28016,119,2891,65,30819,24368,61,9604,525,1337,7014,3299,7609,4451
"g3400330",2019,"new jersey","salem county",34,33,2019,143,12,15,154,22,0,5618,"1019",712,2243,47,691,20,1503,2753,0,677,188,44,1647,738,2020,984
"g3400350",2019,"new jersey","somerset county",34,35,2019,627,70,44,721,255,84,12606,"1594",1350,4651,109,1021,86,8781,13675,34,2797,463,566,3902,1581,4215,1988
"g3400370",2019,"new jersey","sussex county",34,37,2019,274,6,33,40,41,0,8601,"1314",902,3328,59,659,33,2943,6319,0,840,253,53,2995,1491,2853,1144
"g3400390",2019,"new jersey","union county",34,39,2019,1736,252,69,4218,1805,531,49333,"1290",3698,19724,272,3008,138,30011,21838,0,9547,895,1536,7719,4053,9742,4796
"g3400410",2019,"new jersey","warren county",34,41,2019,97,8,11,299,55,11,9991,"1132",720,3339,36,648,12,3112,4223,6,1055,264,133,2489,1304,2685,1224
"g3500010",2019,"new mexico","bernalillo county",35,1,2019,1647,480,238,2930,1622,193,9117,"874",5391,38241,2385,6243,1216,25935,32877,211,9057,3764,1001,18421,7348,19367,8143
"g3500030",2019,"new mexico","catron county",35,3,2019,5,0,0,0,0,0,205,"725",52,405,0,13,0,242,418,0,154,42,7,216,225,196,58
"g3500050",2019,"new mexico","chaves county",35,5,2019,408,43,36,267,24,11,1394,"771",871,4981,32,799,73,2953,3038,0,1579,329,7,2228,1086,2186,953
"g3500060",2019,"new mexico","cibola county",35,6,2019,330,127,26,147,106,18,702,"660",264,2692,33,499,60,1433,1216,50,683,428,20,1279,730,1314,616
"g3500070",2019,"new mexico","colfax county",35,7,2019,58,33,0,49,0,0,1837,"676",159,533,73,193,58,406,842,13,285,190,0,550,336,341,300
"g3500090",2019,"new mexico","curry county",35,9,2019,123,95,31,283,93,33,1295,"843",306,2589,62,509,37,2253,1438,47,548,210,14,1474,535,1732,681
"g3500110",2019,"new mexico","de baca county",35,11,2019,0,7,0,0,0,0,138,"676",7,166,0,27,0,34,159,0,43,13,0,45,73,59,67
"g3500130",2019,"new mexico","doña ana county",35,13,2019,930,288,144,1410,153,273,2591,"754",1283,15516,336,2035,395,9845,9669,0,5346,701,317,5309,2677,5792,2397
"g3500150",2019,"new mexico","eddy county",35,15,2019,209,64,15,425,116,0,1249,"946",513,2503,100,530,37,2240,2030,0,832,75,84,1335,805,1473,722
"g3500170",2019,"new mexico","grant county",35,17,2019,113,131,0,61,9,28,1450,"671",287,2234,17,401,37,570,2766,0,471,206,57,1155,636,837,478
"g3500190",2019,"new mexico","guadalupe county",35,19,2019,5,6,0,0,0,0,430,"395",45,289,7,28,0,126,271,0,114,67,0,192,54,38,80
"g3500210",2019,"new mexico","harding county",35,21,2019,0,0,0,0,2,0,164,"543",1,13,0,6,1,12,47,0,8,7,0,30,19,10,7
"g3500230",2019,"new mexico","hidalgo county",35,23,2019,17,7,0,14,0,0,189,"501",50,385,0,83,3,125,264,0,149,33,0,177,128,217,100
"g3500250",2019,"new mexico","lea county",35,25,2019,462,66,33,399,175,77,737,"895",299,2776,104,420,31,4050,2054,0,1066,72,101,1215,628,1367,821
"g3500270",2019,"new mexico","lincoln county",35,27,2019,39,40,0,28,0,9,691,"697",64,1227,152,91,17,1298,1213,0,252,251,0,661,459,491,512
"g3500280",2019,"new mexico","los alamos county",35,28,2019,6,0,0,27,8,0,24,"1062",31,167,10,14,0,241,386,0,27,18,19,187,97,278,142
"g3500290",2019,"new mexico","luna county",35,29,2019,90,7,10,36,13,0,429,"562",112,2580,0,314,51,1217,1472,0,1093,297,9,679,630,914,390
"g3500310",2019,"new mexico","mckinley county",35,31,2019,963,713,276,578,260,152,1117,"672",422,8908,55,755,167,6443,2881,11,2942,303,246,2601,1127,2307,1103
"g3500330",2019,"new mexico","mora county",35,33,2019,3,0,0,0,32,0,657,"703",34,498,1,191,4,152,318,35,317,100,0,457,75,313,165
"g3500350",2019,"new mexico","otero county",35,35,2019,196,68,125,54,83,0,903,"792",471,4960,213,590,101,2719,2152,9,1039,293,166,2372,990,2160,1141
"g3500370",2019,"new mexico","quay county",35,37,2019,7,0,0,0,1,0,369,"563",60,718,27,211,0,280,436,0,258,68,0,356,239,303,179
"g3500390",2019,"new mexico","rio arriba county",35,39,2019,104,7,0,98,17,1,1142,"623",684,3407,35,330,28,1797,3192,6,842,330,120,1292,606,1114,553
"g3500410",2019,"new mexico","roosevelt county",35,41,2019,27,35,22,220,49,0,553,"778",180,920,63,172,11,884,575,0,393,114,6,539,201,652,256
"g3500430",2019,"new mexico","sandoval county",35,43,2019,756,187,62,402,51,40,837,"1117",1354,6314,242,1308,293,5653,7452,19,1974,706,255,3885,2040,3097,2377
"g3500450",2019,"new mexico","san juan county",35,45,2019,994,322,222,737,342,127,1002,"817",1100,8451,269,1123,129,8165,6204,6,2336,717,265,3847,2054,3688,1580
"g3500470",2019,"new mexico","san miguel county",35,47,2019,124,15,13,63,21,0,2575,"658",372,3226,76,333,66,871,1517,0,679,303,20,1568,789,1780,732
"g3500490",2019,"new mexico","santa fe county",35,49,2019,950,125,28,611,175,68,4415,"1048",763,7316,265,1065,188,8250,10610,46,1728,910,370,3343,2437,3382,1912
"g3500510",2019,"new mexico","sierra county",35,51,2019,34,0,0,42,36,0,595,"537",79,1225,22,290,13,288,1043,0,402,199,22,602,353,482,272
"g3500530",2019,"new mexico","socorro county",35,53,2019,33,10,0,11,37,0,696,"715",217,884,47,689,0,660,675,0,406,174,131,821,483,964,361
"g3500550",2019,"new mexico","taos county",35,55,2019,122,4,15,35,85,10,1889,"784",508,2675,173,657,54,1768,2499,0,1200,533,19,1528,536,1165,485
"g3500570",2019,"new mexico","torrance county",35,57,2019,70,34,0,16,5,16,802,"754",212,1575,121,302,66,364,1073,16,266,264,25,613,352,476,328
"g3500590",2019,"new mexico","union county",35,59,2019,1,12,0,0,1,0,299,"557",23,138,10,58,0,245,179,0,61,29,0,113,76,161,57
"g3500610",2019,"new mexico","valencia county",35,61,2019,572,45,7,182,7,0,1018,"876",716,5206,329,846,168,3053,3891,31,893,519,83,3052,1603,3039,1552
"g3600010",2019,"new york","albany county",36,1,2019,267,196,89,699,310,7,43104,"1022",1248,11160,396,2829,257,3910,7372,95,2630,560,142,5995,2588,6796,2896
"g3600030",2019,"new york","allegany county",36,3,2019,128,24,21,53,3,15,8545,"658",321,2304,109,802,104,1059,1638,3,496,312,16,1404,790,1549,586
"g3600050",2019,"new york","bronx county",36,5,2019,3758,1037,642,34102,17178,6055,203986,"1212",6549,162274,1071,16799,907,56207,39592,53,56074,1848,3079,37361,12629,55213,21088
"g3600070",2019,"new york","broome county",36,7,2019,230,83,28,490,208,64,26948,"776",1314,10540,155,2531,194,3231,8146,0,2110,786,84,5871,2009,5915,2139
"g3600090",2019,"new york","cattaraugus county",36,9,2019,224,82,30,106,144,33,14318,"655",579,4516,189,1146,161,1747,2857,0,1064,493,68,2421,1203,2426,994
"g3600110",2019,"new york","cayuga county",36,11,2019,128,10,3,146,72,6,14265,"763",372,3482,113,876,91,1694,2747,0,674,485,34,1902,1159,1895,797
"g3600130",2019,"new york","chautauqua county",36,13,2019,185,96,6,307,159,17,26051,"659",1224,7457,273,1860,217,2441,6056,14,1761,865,34,3971,1694,4020,1590
"g3600150",2019,"new york","chemung county",36,15,2019,186,20,8,44,46,17,13906,"813",600,4923,164,1204,100,1411,3800,6,1264,335,2,2292,1078,2404,1067
"g3600170",2019,"new york","chenango county",36,17,2019,132,57,13,149,105,11,9364,"678",460,2890,73,751,61,925,2205,20,657,225,35,1935,818,1769,775
"g3600190",2019,"new york","clinton county",36,19,2019,122,35,0,144,89,1,8060,"810",484,3681,69,1285,64,1421,2570,0,874,280,21,2326,1039,2426,1154
"g3600210",2019,"new york","columbia county",36,21,2019,157,22,0,40,54,13,10340,"928",500,2514,76,514,31,1334,3103,0,982,229,31,1600,743,1534,854
"g3600230",2019,"new york","cortland county",36,23,2019,67,13,20,121,109,0,8925,"778",139,1805,72,492,97,538,1577,2,531,147,31,1354,580,1133,585
"g3600250",2019,"new york","delaware county",36,25,2019,91,26,44,109,88,58,9411,"691",433,2851,37,553,122,1161,2469,0,573,166,21,1332,950,1391,621
"g3600270",2019,"new york","dutchess county",36,27,2019,518,89,97,866,1229,796,22182,"1220",1367,11804,362,2019,133,6451,12196,13,2711,796,152,6168,2797,7152,3413
"g3600290",2019,"new york","erie county",36,29,2019,1364,422,123,2124,861,292,133224,"829",5670,47742,1660,8956,1050,13102,34870,76,9986,3406,324,20808,9676,25207,10339
"g3600310",2019,"new york","essex county",36,31,2019,50,26,0,34,151,26,8590,"812",231,1926,58,348,70,705,1631,22,490,255,7,1077,736,943,526
"g3600330",2019,"new york","franklin county",36,33,2019,216,16,9,74,60,20,8879,"703",419,2500,111,619,92,1005,1447,3,744,195,11,1426,690,1295,617
"g3600350",2019,"new york","fulton county",36,35,2019,70,11,2,58,18,0,10566,"779",626,3684,72,1105,63,1102,2403,0,505,159,0,1931,607,1994,540
"g3600370",2019,"new york","genesee county",36,37,2019,116,14,0,86,30,10,10054,"747",462,2320,163,473,98,990,2187,7,419,231,0,1520,802,1585,690
"g3600390",2019,"new york","greene county",36,39,2019,73,29,0,40,62,65,8758,"908",259,2532,81,474,53,914,2410,0,598,342,0,1187,585,1328,436
"g3600410",2019,"new york","hamilton county",36,41,2019,5,17,0,0,0,0,2021,"783",141,209,1,138,87,217,387,0,312,2,2,147,133,261,248
"g3600430",2019,"new york","herkimer county",36,43,2019,125,51,20,103,0,21,14072,"675",450,4053,84,775,139,1302,2762,0,794,250,25,1953,906,1877,606
"g3600450",2019,"new york","jefferson county",36,45,2019,136,40,30,381,139,21,19824,"987",601,5613,281,1101,233,2148,3432,3,939,435,5,2931,1262,2748,1098
"g3600470",2019,"new york","kings county",36,47,2019,13411,4372,1269,47949,24243,6487,532890,"1426",10957,231585,1396,18658,930,89591,101250,111,102789,2703,4353,39032,19010,51422,30065
